Gnai3
Ppp2r1a
Arpp19
Cct4
Zfp655
Rhoa
Zmiz1
Ankrd26
Aldh16a1
Hnrnpa0
Id3
Arid1a
Ctsd
Rplp1
Mid1ip1
Scrn3
Carhsp1
Rdh13
Elavl2
Nfib
Ubqln4
Rps18
Rps15a
Man1a2
Vps72
Gabpa
Zmat5
Ewsr1
Ap1b1
Bcl2l13
Dqx1
Pttg1ip
Nav1
Rnmt
Tor2a
Cbx5
Apobec3
Tex15
Dmap1
Tfcp2
Sdhb
Snap47
Aldh3a2
Stx5a
2610507B11Rik
Tex14
Rdm1
Nedd8
Faf1
Mettl16
Dazl
Rbm25
Plcd1
Fads1
Lmbr1
Cars
Phlda2
Apip
Vac14
Tbrg1
Odc1
Adam19
Zfp296
Zfp790
Fsd1
Pgam1
Gltp
Ccnt1
Brms1l
Nanog
Rpl15
Rpa3
Zfp715
Lphn1
Amotl1
Etv5
Ptprs
Slc41a1
Igf2bp1
Tango2
Ndufs2
Atraid
Atad1
Pten
Pea15a
Trnt1
Ly6g6e
Ehmt2
Tvp23b
Dnajc7
Zswim7
Pigl
Cox6c
Tsg101
Hps5
Map3k4
Srp19
Mrps25
Dguok
Camta1
Tmem208
E2f4
Surf2
Naf1
Yes1
Efr3a
Trappc2l
Rabl6
Slc25a13
Actn1
Hnrnpl
Nipsnap3b
Lage3
Pcolce2
Mocs2
Lpl
Srf
Lama5
Steap1
Steap2
Hspa8
Psma2
Prune
Capza2
Anp32e
Ppil4
Eps8
Med28
Qdpr
Nfe2l2
Dstn
H2afy
Atp5e
Ctsz
Slc25a5
Ppdpf
Pls3
Cr1l
Ppfibp1
Lamp2
Atxn10
H3f3b
Tox4
Sulf1
Srsf6
Sdc4
Nbr1
Rnd3
Brca1
Nt5c3b
Exosc10
Glod4
Vps53
Nek8
Psmd11
Suz12
Tnfaip1
Abr
Rab11fip4
Elmo2
Wsb1
Wfdc2
Pltp
Slc12a7
Ctsa
Zswim1
Myo1c
Nkiras2
Ift52
Mybl2
B4galt5
Ptgis
Med13l
Stard3
Vmp1
Uchl5
Trove2
Stk4
Pmp22
Zcchc10
Tomm34
Gpx3
Il12rb2
Vezf1
Srsf1
Mapt
Kansl1
Gid4
Myo1b
Ypel2
Akap1
Rpain
Ncor1
Gabarap
Cldn7
Atox1
Sparc
Mief2
Tbx3
Dusp14
Pnpo
Cbx1
Slc25a39
Sp2
Dync1h1
Acsl1
Avpi1
Rad51d
Mrpl45
Map2k3
Sart3
Dalrd3
Fis1
Atp6ap1
Isyna1
Atp6v1e1
Chtf18
Tmem129
Nop9
Grb7
Ddx39b
Xab2
Rab4a
Ubb
Ap4m1
Gyg
Rcn3
Slc6a8
Arid3a
D17Wsu104e
Sema6a
Lyst
Hdac2
Rwdd1
Snx3
Adat2
Pex3
Fuca2
Cep57l1
Plagl1
Cd164
Smpd2
Zbtb24
Wasf1
Rev3l
Prep
Perp
Hsf2
Zwint
Atp2b1
Arid5b
Dusp6
Sgk1
Med23
Enpp3
Stx7
Pex7
Cdk17
Nudt4
Btbd11
Hsp90b1
Rufy2
Ccar1
Ddx21
Vps26a
Ppa1
Eif4ebp2
Sgpl1
Unc5b
Tbk1
Usp15
Vps54
Rab1
Actr2
Mum1
Uqcr11
Cobl
Grb10
Ddc
E2f7
Cabin1
Ap3d1
Vps13d
Irak3
Hcfc2
Nfyb
Txnrd1
Wdr82
Sumo3
Hint1
Papolg
Pfkl
Pus10
Xpo1
Mdh1
Nudcd2
Hmmr
Cyfip2
Ppp2ca
Hnrnpab
Gfpt2
Clk4
Vdac1
Upp1
Slu7
Pttg1
Hormad2
Tcn2
Guk1
Rnf185
Patz1
Ogdh
Rtn4
Mtif2
Rps27a
Ccdc104
Smek2
Pold2
Polm
Dbnl
Xbp1
Ska2
Smg8
Rnf187
Rps6kb1
Myo19
Ggnbp2
Acaca
Shmt1
Drg2
Tom1l1
Bzw2
Nampt
Fam49a
Sdc1
Lpin1
Hs1bp3
Gna13
Prkar1a
Map2k6
Trappc12
Adi1
Rnaseh1
Ubxn2a
Id2
Klf11
Dnmt3a
Dld
Map3k3
Ddx42
Ftsj3
Psmc5
Pecam1
Helz
Cep112
Nt5c
Nup85
Cluh
Mif4gd
Sap30bp
Galk1
Aspa
Acox1
1200014J11Rik
Exoc7
Ube2g1
Timm22
Nxn
Ywhae
Prpf8
Slc35b1
Tmem107
Ctc1
Myh10
Ntn1
Acly
Lsm12
Ccdc43
Eftud2
Nmt1
Fkbp3
Scfd1
Strn3
Gtf2a1
Pole2
Klhdc2
Sec23a
Trappc6b
Spata7
Zc3h14
Nfkbia
Sptlc2
Ahsa1
Vipas39
Snw1
Akap5
Tmx1
Dhrs7
4930447C04Rik
Mnat1
Atp6v1d
Vrk1
Eif2s1
Pigh
4933426M11Rik
Srsf5
Gtpbp4
Cdca7l
Tdp1
Nrde2
Rps6ka5
9030617O03Rik
Trip11
Atxn3
Lgmn
Pfkp
Net1
Numb
Acot2
Coq6
Abcd4
Npc2
Ylpm1
Mlh3
Fos
Esrrb
Meg3
Fdft1
Tecpr2
Zfyve21
2010107E04Rik
Mtr
Amph
Gli3
Aoah
Zkscan3
Lrrc16a
Gcnt2
Tmem14c
Tbc1d7
Spin1
Serpinb9b
Ssr1
Fbp2
2010111I01Rik
Auh
Fancc
Sfxn1
Ctsl
Pdlim7
Ddx41
Txndc15
Ptdss1
Mterfd1
Uqcrb
Cetn3
Gkap1
Naa35
Golm1
Dapk1
Sdha
Cast
Rhobtb3
Glrx
Nsun2
Ankrd32
Lpcat1
Tert
Vcan
Btf3
Hexb
Gfm2
F2rl1
Aggf1
Ap3b1
Kif2a
Elovl7
Depdc1b
Trappc13
Cenpk
Cwc27
Srek1ip1
Emb
Slc4a7
Ptprg
Pdhb
Kctd6
Map3k1
Il6st
Ddx4
Ndufs4
Kat6b
Dlg5
Fam213a
Glud1
Bmpr1a
Nid2
Anxa7
Vcl
Ero1l
Bmp4
Mapk1ip1l
Otx2
Ppif
Slmap
Pnp
Arf4
Dph3
Gm6768
Ogdhl
Glt8d1
Spcs1
Kpna3
Rnaseh2b
Ctsb
N6amt2
Xpo4
Tdh
Mrp63
Spata13
Lcp1
Zc3h13
Tsc22d1
Enox1
Sugt1
Pbk
Esco2
Clu
Ephx2
Dpysl2
Bnip3l
Pibf1
Xpo7
Dok2
Rcbtb2
Itm2b
Sucla2
Spry2
Cln5
Mbnl2
Rab2b
Dad1
Ajuba
6030458C11Rik
Golph3
Zfr
Ngdn
Sub1
Tgm1
Ripk3
Ctnnd2
Tars
Brix1
Rad1
Mtdh
Laptm4b
Sdc2
Fam134b
Myo10
Pabpc1
Ywhaz
Grhl2
Rrm2b
Atp6v1c1
Dpys
Eif3h
Hrsp12
Pop1
Stk3
Emc2
Myc
Ndufb9
Wdyhv1
Atad2
9130401M01Rik
Mrpl13
Fam49b
Gtse1
St13
Mief1
Syngr1
Samm50
Myh9
Ndufa6
Twf1
Naga
Slc38a2
Slc38a4
Desi1
Aco2
1810013L24Rik
Mgrn1
Crebbp
Hes1
Zfp263
Rogdi
Fam86
Ercc4
Adck5
Dgat1
Plec
Pycrl
Naprt1
Ly6e
Rpl24
Zcrb1
Bbx
Morc1
Pvrl3
Mcm4
Pdxdc1
Ntan1
Rrn3
Pla2g10
Usp7
Pmm2
Dgcr8
Mina
Cldn25
Cmss1
Klhl22
Nit2
Tomm70a
Ppil2
Ncbp2
Fgd4
Snx4
Zfp148
Gsk3b
Fstl1
Ndufb4
Abcc5
Iqcb1
Ap2m1
Clcn2
Pdia5
Tra2b
Fetub
Rfc4
Eif4a2
Dyrk1a
Dscr3
Ildr1
Pros1
Brwd1
Chaf1b
Dopey2
Rcan1
Atp5o
Gart
Tmem50b
Synj1
Sod1
Kansl2
Prpf40b
Racgap1
Smarcd1
Lima1
Dip2b
Slc4a8
Krt18
Prr13
Cdkn1a
Nus1
Ccrn4l
Fhl1
Msrb2
Denr
Prmt5
Ivns1abp
Rpp14
Slc38a1
Ccl25
Acy1
Twf2
Dtwd1
Poc1a
Trip6
Slc17a9
Stk31
Tpi1
Cdca3
Ccndbp1
Rhebl1
Tiam2
Rps6ka2
Agpat4
Acat2
Lnpep
Riok2
Phf10
Zscan10
Tnfrsf12a
Cldn6
Tnfrsf21
Cdc5l
Sgol1
Slc29a1
Ubr2
Brd4
Stk38
Mtch1
Glo1
Abcg1
Wdr4
Cbs
Akap8
Myl12a
Smchd1
Cyp4f13
Prkd3
Strn
Ndufaf7
Qpct
Man2a1
Vapa
Ralbp1
Twsg1
Ndufv2
Fam21
Atp6v0c
Pdpk1
Cript
Msh2
Hagh
Hn1l
Ift140
Nme4
Tmem8
Luc7l
Dusp1
Bnip1
Cuta
Rfx2
1700061G19Rik
Nudt3
Cul2
Mtpap
Svil
Zeb1
Epc1
Map4k3
Thada
Celf4
Elp2
2700062C07Rik
Mapre2
Wac
Mib1
Tapbp
Rnf138
Brd2
Etf1
Cdc23
Epb4.1l4a
Iws1
Csnk2b
3110002H16Rik
Lama3
Dhx16
Impact
Spry4
Rpp21
Diap1
H2-M5
Dcp2
Pggt1b
Mal2
Ankhd1
Hbegf
Pmaip1
Impa2
Spire1
Psmg2
Ppic
Ptpn2
Cep192
Me2
Sall3
Gm16286
Napg
Nars
Prrc1
Slc12a2
Dctn4
Tcof1
Tmx3
Tle4
Cndp2
Timm21
Cyb5
Asrgl1
Anxa1
Fth1
Fam111a
Zfp91
Ostf1
Tmem2
Naa40
Otub1
Atg2a
Cdca5
Zfpl1
Tm7sf2
Tnks2
Tjp2
Rad9a
Dpf2
Gldc
Ighmbp2
Pola2
Coro1b
Cdk2ap2
Adrbk1
Pip5k1b
Yif1a
Cbwd1
Minpp1
Cpt1a
Mrpl11
Ppp6r3
Arl2
Prdx5
Bad
Dnajc4
Acsl5
Tcf7l2
Cep55
Eif3a
Fam45a
Prdx3
Hells
Aldh18a1
Lcor
Trim8
Sfxn2
Maoa
Pdcd11
Nr0b1
Gsto1
Ablim1
Btbd1
P4hb
Ints4
Alyref
Pcyt2
Pycr1
Aspscr1
Stra13
Maged1
Fasn
Arhgap19
Gps1
Mms19
Got1
Entpd7
Scd2
Sfxn3
Btrc
Tmem180
Hexa
Adpgk
Limd1
Gnl3l
Pfkfb1
Tro
Flnb
Sat1
Acot9
Ube3a
Rabgef1
Cd63
Cdk2
Pmel
Cnpy2
Atp5b
Prim1
Shmt2
Dctn2
Ttc4
Pias2
Atp5a1
Usp33
Clns1a
Echs1
Tubgcp2
Syce1
Urah
Ric8
Sirt3
Ifitm1
Ifitm3
Taldo1
Rplp2
Cd151
Tmem192
Chm
Asl
Sumf2
Tm9sf2
Clybl
Tmc6
Tk1
Gaa
Pde8a
Copg2
Mkln1
Phf6
Hprt
Uqcrc1
Rps6ka6
Tmem47
Sec11a
Prps2
Hadha
Tyms
Atp5c1
Exosc7
Pgm2
Hgs
Rpl14
Itgb1
Nudt5
Pdia4
Pramel7
Pdgfa
Stag2
4833439L19Rik
Aasdhppt
Cwf19l2
Lypla1
Sgk3
Cops5
Terf1
Lactb2
Pikfyve
Idh1
Mettl21a
Creb1
Klf7
Adam23
Eef1b2
Mob4
Hspd1
Slc39a10
Slc40a1
Acadl
Kansl1l
Rpe
Nop58
Sumo1
Als2
Clk1
Pdcl3
Eif5b
Stk17b
Osgepl1
Gls
Stat1
Nabp1
Plekhb2
Pnkd
Xrcc5
Pecr
Atic
Fn1
Tuba4a
Dnpep
Trip12
Sp100
Ncl
Epha4
Farsb
Mrpl44
Serpine2
Eif4e2
Ndufa10
Rnpepl1
Bok
Thap4
Atg4b
Dtymk
Inpp5d
Atg16l1
Lrrfip1
Cln8
2310035C23Rik
Ccdc93
Ccnt2
Mcm6
Dars
Tfcp2l1
Nr5a2
Cd55
Pfkfb2
Srgap2
Ube2t
Rbbp5
Cyb5r1
Adipor1
Stx6
Glul
Lamc1
Fam129a
Capn2
Trp53bp2
Pycr2
Fh1
Spta1
Tagln2
Copa
Tada1
Dusp27
Mpzl1
Mpc2
Nme7
Atp1b1
Ccdc181
Soat1
Ptpn14
Kctd3
Bpnt1
Iars2
Lpgat1
Ppp2r5a
Usf1
Nmt2
Dclre1c
Fam107b
Frmd4a
Sephs1
Atf6
Phyh
Mcm10
Aldh9a1
Mgst3
Vamp4
Prdx6
Cenpl
Dars2
Stam
Vim
Pter
Mllt10
Ppp6c
Orc4
Mmadhc
Mastl
Abi2
Pdss1
Zbtb43
Odf2
Ttf1
Dpm2
Tsc1
Gtf3c5
Ak1
Gpd2
BC005624
Dolpp1
Ntmt1
Sh3glb2
Hspa5
Mrrf
Rbm18
Psmd14
Strbp
Wdr5
Agpat2
Pmpca
Traf2
Uap1l1
Dpp7
Anapc2
Ssna1
Rbms1
Arrdc1
Ly75
Baz2b
Cers6
Lrp2
Ube2l6
Fastkd1
Itgav
Ola1
Itga6
Slc12a6
Nop10
Lin7c
Commd9
Traf6
B230118H07Rik
Eif3m
Prrg4
Cstf3
Caprin1
Cat
Trim44
Ttc17
Myef2
Galk2
Meis2
Patl2
Mdk
Wdr76
Atg13
Arhgap1
Pdia3
Adal
Tubgcp4
Jag1
Mtch2
Haus2
Snap23
Tyro3
Ubox5
Ptpra
4930402H24Rik
Atrn
Spint1
Casc5
1700037H04Rik
Knstrn
Pcna
Rasgrp1
Fam98b
Spred1
Trpm7
Fahd2a
Bcl2l11
Ndufaf5
Polr1b
Nop56
Idh3b
Rrbp1
Polr3f
Dtd1
Xrn2
Gzf1
Cst3
Acss1
Gins1
Tpx2
Pdrg1
Dnmt3b
Cstf1
Stmn2
Rtfdc1
Tpd52
Zdbf2
Impa1
Fabp5
Atp9a
Lrrcc1
Car13
Car2
Psma7
Arfgap1
Ahcy
Itch
Mtfr1
Gss
Rbm39
Samhd1
Rbl1
Fam83d
Dhx35
Skil
Zmat3
Mfn1
Gnb4
Actl6a
Ndufb5
Nceh1
Lrrc34
Lrriq4
Dcun1d1
Mccc1
Anxa5
Ccna2
Supt20
Mfsd1
Schip1
Ift80
Kpna4
Sohlh2
Ppid
Tsc22d2
Mme
Gmps
Sike1
Vangl1
Ptgfrn
Notch2
Prpf38b
Stxbp3a
Ahcyl1
Tpm3
4933434E20Rik
Adar
Sass6
Larp7
Hadh
Lef1
Trim2
Pdgfc
Fubp1
Cks1b
Arhgef2
Lmna
Dclk2
Sh3d19
Acp6
Polr3c
Pex11b
Hormad1
Gclm
Pip5k1a
Abcd3
F3
Snx27
Rap1gds1
Nfkb1
Cisd2
Depdc1a
Cth
Lphn2
Cyr61
Cryz
Decr1
Tgs1
Rps20
Coq3
Sdcbp
Ccnc
Odf2l
Gbp2
Gtf2b
Rragd
Casp8ap2
3110043O21Rik
Rnf20
Smc2
Exosc3
Erp44
Ptbp3
Wdr31
Alad
Aco1
Dnaja1
Aptx
Slc44a1
Epb4.1l4b
Aqp3
Kif24
Nudt2
Fancg
Unc13b
Ccdc107
Tpm2
Hint2
Glipr2
Snapc3
Psip1
Sh3gl2
Plin2
Usp24
Ppap2b
Prkaa2
Mier1
Ak4
Dnajc6
Cachd1
Atg4c
Osbpl9
Hook1
Ift74
Pum1
Laptm5
Pdpn
Gpx7
Echdc2
Scp2
0610037L13Rik
Tmem59
Mrpl37
Ctps
Ppcs
Tfap2c
Lepre1
Slc2a1
Mycbp
Macf1
Ppt1
Tceb3
Hmgcl
Pnrc2
Rnf220
Urod
Toe1
Prdx1
Akr1a1
Nasp
Rad54l
Mknk1
Mob3c
Ebna1bp2
Capzb
Hp1bp3
Hspg2
Alpl
Fabp3
Ptp4a2
Khdrbs1
Ak2
Rnf19b
Phc2
Tmem234
Eif3i
Hdac1
Srrm1
Yars
Tmem57
Psmb2
Meaf6
Gnl2
Fam76a
Eya3
Inpp5b
Trnau1ap
Utp11l
Psmc2
Rpl22
Acot7
Per3
Ube4b
Pgd
Park7
Errfi1
Cdk5
Abcb1b
Klhl7
Rint1
Agtrap
Mthfr
Orc5
Miip
Gnb1
Mrpl20
Cd38
Prom1
Afap1
Trmt44
Acox3
Lrpap1
Add1
Rnf4
Ppp2r2c
Crmp1
Stx18
Dnajb6
Gtf3c2
Eif2b4
Snx17
Nrbp1
Pgm1
Cenpa
Klf3
Pi4k2b
Ugdh
Ube2k
Apbb2
Slc30a9
Uchl1
Clock
Ppat
Paics
Rest
Mtf2
Cdc7
Tgfbr3
Zfp326
Spp1
Nudt9
Aff1
Enoph1
Hnrnpdl
Tpst2
Dck
Cdk2ap1
G3bp2
Sdad1
Rsrc2
Scarb2
Zcchc8
Ran
Gbas
Sfswap
Cct6a
Mapkapk5
Fam168a
Gpn3
P2rx4
Anapc5
Rnf34
Kdm2b
Dhx37
Aacs
Anxa3
Mrpl1
Ep400
Pus1
Ulk1
Pla2g1b
Sirt4
Tes
Ftsj2
Tmem168
Actb
Arpc1b
Pdap1
Phf14
Pan3
Pomp
Mtus2
Hsph1
Fam3c
Auts2
Pot1a
Bcl7b
Wasl
Cux1
Pcolce
Agfg2
Zkscan1
Mcm7
Tpk1
Asns
Cald1
Exoc4
Calu
Ahcyl2
Abcg2
Igf2bp3
Tra2a
Zc3hav1
Trim24
Cbx3
Mtpn
Zyx
Casp2
Mad2l1
Ssbp1
Prdm5
Agk
Smarcad1
Mkrn1
Anxa4
Zfml
Prickle2
Lrig1
Kbtbd8
Mogs
M1ap
Pole4
Mrpl19
Aplf
Isy1
Copg1
Frmd4b
Foxp1
Ruvbl1
Sec61a1
Abtb1
Chchd6
Aldh1l1
Nup210
Tmem43
Itpr1
Bhlhe40
Gdf3
Mlf2
Bms1
Adipor2
Kdm5a
Ybx3
Aebp2
Recql
Ldhb
Lrmp
Kras
Bcat1
Etnk1
Cmas
Caprin2
Cand2
Necap1
Ing4
Cd9
Rad51ap1
Tspan9
Tead4
Strn4
Zfp606
Pglyrp1
Pdcd5
Uri1
Cyfip1
Zfp719
Zdhhc13
Tdrd12
Gas2
Snrpa1
Pcsk6
Trpm1
Iqgap1
Cib1
Sema4b
Idh2
Lrrc28
Rab38
Ctsc
Rasgrp4
Psmc4
Mfge8
Aen
Eed
Fah
Arl6ip1
Smg1
Ipo5
1110004F10Rik
Calca
Mylpf
Aldoa
Ccdc101
Nupr1
Cln3
Nfatc2ip
Eif3c
Rps3
Nsmce1
Copb1
Arhgap17
Parva
Pak1
Rnf141
Pycard
Tead2
Cd37
Prss8
Bckdk
Prr14
Nucb1
Bcat2
Tial1
Tacc2
Plk1
Dctn5
Mettl9
Cdr2
Mrpl17
Polr3e
Uqcrc2
Tpp1
2610020H08Rik
Oat
Lhpp
Fam53b
Fam175b
Ctbp2
Uros
9030624J02Rik
Bccip
Dhx32
Mki67
Atp6ap2
Usp9x
Swap70
St5
Rbm10
Usp11
Cul4b
Gpc4
Mcf2
Plp2
Pim2
Eras
Hdac6
Ebp
Porcn
Vbp1
Fundc2
Brcc3
Atrx
Magt1
Hmgn5
Sh3bgrl
Cenpi
Acsl4
Phka2
Slc7a3
Taf1
4930519F16Rik
Flna
Mtm1
Rbbp7
Ctps2
Zrsr2
Haus7
Piga
Renbp
Irak1
Mpp1
Dkc1
Prps1
Lamp1
Agpat5
Nek3
Vps36
Carkd
Ankrd10
Aga
Dlc1
Tmem66
Polb
Ikbkb
Sfrp1
Adam9
Tm2d2
Slit2
Dctd
Ash2l
Gsr
Rbpms
Asah1
Sin3b
Mlf1ip
Slc25a4
Ufsp2
Triml1
N4bp1
Aktip
Gins3
Vps35
Orc6
Tecr
Zfp330
Gab1
Smarca5
Ist1
Dhodh
Ap1g1
Cenpn
Cdyl2
Mt2
Mt1
Tpm4
Pgls
Map1lc3b
Emc8
Usp10
Mast3
Mbtps1
Hsbp1
Mphosph6
Atp13a1
Ints10
Cbfb
D230025D16Rik
Psmb10
Slc7a6
Nip7
Terf2
Cyb5b
Maml2
Wwp2
Ankrd49
Med17
Kars
Gabarapl2
Tmem231
Cfdp1
Bcar1
Aars
Acta1
Abcb10
Cog2
Gnpat
Egln1
Jam3
Aplp2
Dcun1d5
Pou2f3
Sc5d
Cul5
St3gal4
Srpr
Rdx
Ppp2r1b
Cryab
Dixdc1
Pts
Tagln
Mpzl2
Arcn1
Trappc4
Chek1
Stt3a
Dpagt1
Vps11
Pin1
Tyk2
Tmed1
Carm1
Ldlr
Kank2
Nedd4
Rnf111
Ccnb2
Fam81a
Tcf12
Anxa2
Fem1b
Cln6
Anp32a
Sh3bgrl2
Zw10
Usp28
Ireb2
Pkm
Commd4
Mpi
Etfa
Rcn2
Tspan3
Nptn
Neo1
Ooep
Gsta4
Gclc
Tpm1
Plscr1
Plod2
Usp3
Fam96a
Snx1
Ppib
Csnk1g1
Tipin
Rasa2
Me1
Syncrip
Crtap
Cmtm7
Stt3b
Slc25a36
Mras
Map4
Scap
Tdgf1
Lrrc2
Rpsa
Nktr
Pccb
Amotl2
Trak1
Ryk
Uba5
Dnajc13
Gnai2
Aste1
Atp2c1
Pik3r4
Manf
Mapkapk3
Rbm5
Traip
Apeh
Ip6k1
Slc25a20
Qars
Usp4
Srek1
Eml4
Flcn
Chsy1
Gpr19
Cd59a
Mier3
Ccdc88a
Gpbp1
Troap
Pdxk
Srxn1
Cdv3
Fanca
Ank2
Ppp1r9a
Cyb5r4
Nfyc
Slc16a1
Lrig2
Nup93
Rasgrp2
Ap4b1
Pebp1
Fkbp1a
Nlrp4f
Mycbp2
Cdo1
C330027C09Rik
Eif3l
Pygb
Lmo7
Apmap
Lss
Rnf125
Phldb2
Dis3
Mzt1
Ttc28
Arid2
Ttll4
Ptprf
Lpp
Mif
Gstt2
Fem1c
Usp37
Ipo13
Fntb
Atp6v0b
Trappc8
Arhgap44
Ctdspl2
Eri3
Armcx2
Specc1l
Lpar6
Zbtb1
Fndc3a
Prss35
Larp4b
Ppip5k1
Ttc7b
Gtf2a2
Rbfox2
Igf2bp2
Pank1
Ptplad1
Zfp7
Ucp2
Smyd5
Foxn3
Mnd1
Rbm4b
Exoc6b
Tubgcp5
BC016423
Tmem87a
Tcea1
Dnah8
Foxh1
Mrpl15
D3Ertd254e
Map9
Vhl
Ndufb7
Brk1
Mga
Zbtb41
Zfp944
Coil
Tesk2
Ttc37
Kcnk1
Cct2
Rpap1
Poglut1
Ctnnd1
Ccs
Tmed8
Exoc3
Ogt
Zfc3h1
Ccnd3
Nsf
Hsdl1
R3hcc1
Chchd4
Mrps17
Vps18
Gpc1
Slc25a37
Vwa9
Trim59
Brip1
Ina
Ube2f
Gtf2h5
Cmip
Fbxo15
Gcsh
Zxdc
Trmt5
Snx2
Hmgxb4
Gjc1
Rsrc1
A230046K03Rik
Atp5h
Myo5a
Mtrr
Gpatch8
Zyg11b
Tiparp
Ankrd12
Cacna1a
Xpot
Tdg
Grn
Ttyh2
Tmx4
Cnot6l
Nagk
Gna11
Gna15
G6pc3
Colgalt1
Ttc21b
Myl12b
Mrpl34
Lrr1
Pip5k1c
Ncaph
Rnf44
Dopey1
Foxn2
Dpp4
Secisbp2l
Arhgap5
Ap2b1
Mitf
1110059E24Rik
Leprot
Fam175a
Trim13
Pcyt1b
Hectd1
Tpbg
G2e3
Cops4
Mid1
Sec31a
Fbxo33
Nup37
Shq1
2210018M11Rik
Rabgap1
Haus8
Thyn1
Fignl1
Mbd3
Gnptg
Capn5
Iqcg
Tsen34
Aamdc
Zswim4
Ndufa3
Melk
Alg8
Wdr18
Mrps2
Ggta1
Acta2
Zdhhc17
Tk2
Pim3
Hykk
Cox8a
Cd276
Apex1
Fnip1
Tmem63b
Prtg
Zfp57
Fmnl2
Sigmar1
Zranb3
Arl5a
Acaa1a
Pphln1
Ankmy2
Gxylt1
Ndufa13
Rif1
Znrd1as
Edc4
Naa30
Serbp1
Gadd45a
Exoc1
Elf1
Tbc1d24
Eea1
Rnf13
Cdc42ep3
Slc38a7
Cnot1
Gltscr1l
Plxnb2
Alg5
Clcn7
Aaas
Cuedc2
Cox6b1
Tubb4b
Decr2
Klhl13
Cnep1r1
Sun1
Amdhd2
Ssx2ip
Lin37
Dna2
Acaa2
Arhgef26
Ehmt1
Rap2b
Zfp157
Stag3
Aifm1
Kdm1a
Anapc10
Taf6
Pml
Hk1
Zscan21
Wdr62
Tspan15
Paip2
Sh3glb1
Rbmxl1
Scd1
Rab11fip3
Zcwpw1
Ddx1
Mycn
Nodal
Grhl3
Matr3
Pomk
Mex3c
